loss,data,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,"amp     0.6
hh     12.5
dtype: float64",36.75288486480713,False,1,23d86_00003,2023-08-16_13-06-34,1692205594,36.75288486480713,2010091,grid,10.0.0.101,36.75288486480713,1
