loss,data,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,"amp    0.4
hh     4.5
dtype: float64",36.479604721069336,False,1,23d86_00001,2023-08-16_13-06-34,1692205594,36.479604721069336,2010080,grid,10.0.0.101,36.479604721069336,1
