freq,data,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
12.5,"amp     0.6
hh     12.5
dtype: float64",21.4306697845459,False,1,ed765_00003,2023-08-17_07-48-51,1692272931,21.4306697845459,2029376,grid,10.0.0.101,21.4306697845459,1
